serial,description,meter,historical_matches
87-16453,JOHN DEERE 624 BUCKET,N/A,1
87-16454,JOHN DEERE 624 FORKS,N/A,1
87-16816,"2022/John Deere/48"" 8800# Adj F",N/A,1
87-17931,CATERPILLAR ATTACHMENT,N/A,1
87-18575,BUCKET,N/A,1
87-2688,BUCKET,N/A,1
87-3265,1991 TRAMAC TR-21-PLATE COMPACTOR,N/A,1
87-3267,WMPIRE 12RD SAND SPDR,N/A,2
87-366,JOHN DEERE 50G LOADER,768.0,1
87-41179,BUCKET,N/A,1
87-4144,1998 CENTRAL FAB SK120-12 BKT,N/A,2
87-4253,1999 CENTRAL FAB SK120-24,N/A,1
87-5989,FORKLIFT,6935,1
87-6422,CRANE MATS & BUCKETS,N/A,1
87-6949,20' CONEX,N/A,3
87-73402,BUCKET,N/A,1
87-7828,"2009 SWEEPSTER QCSS/2108S18 84"" ANGLE",N/A,1
87-9221,BUCKET,N/A,1
87-9721,"2010 CENTRAL FAB 345DL 72"" 4.21CY",N/A,1
87-9738,"2011 CATERPILLAR 279-5377J 78""",N/A,3
87-9777,BUCKET,N/A,3
87-9881,"2011 CENTRAL FAB 374 90"" BKT",N/A,4
87-9925,"2011 CATERPILLAR 324-325D 54""",N/A,12
87-9997,2022 CENTRAL FAC 324 E 325E 54,N/A,7
8722,KOKUDO 23SB SCRAPER PAN,N/A,1
88-11192,2015 BROCE CR-T350 BROOM,750.5,5
88-11317,2016 KUBOTA RTV-X1140,949.7,3
88-11318,2016 KUBOTA RTV-X1140,719,2
88-11385,KUBOTA,6280,1
88-11540,2017 KUBOTA RTV-X1120D,1259.8,6
88-11543,2017 KUBOTA RTV-X1120D,1143.0,1
88-11814,2017 KUBOTA RTV-X1120D,1092.5,5
88-11815,KUBOTA,938.9,4
88-11816,KUBOTA,1058.4,1
88-11817,KUBOTA,708.5,3
88-120,KUBOTA,436,1
88-12010,KUBOTA,425.1,2
88-12302,2019 KUBOTA RTV-X1120D,1083.0,7
88-12303,KUBOTA,N/A,6
88-12331,KUBOTA,1055.7,4
88-12730,KUBOTA,60.6,1
88-12731,2020 KUBOTA RTV-X1120,576.1,2
88-12733,2020 KUBOTA RTV-X1120,7613.4,2
88-12734,2020 KUBOTA RTV-X1120,N/A,8
88-12735,2020 KUBOTA RTV-X1120,884.9,1
88-12736,2020 KUBOTA RTV-X1120,522.0,6
88-13137,2021 KUBOTA RTV-X1120,N/A,1
88-13138,2021 KUBOTA RTV-X1120,56.6,4
88-13139,2021 KUBOTA RTV-X1120,6370.5,3
88-13140,2021 KUBOTA X1120D,408.0,1
88-13141,KUBOTA,5.5,2
88-13498,2021 BOBCAT 78 LANDPLANE,N/A,3
88-13681,2022 KUBOTA X1120D,429.2,1
88-13682,2022 KUBOTA X1120D,315.4,4
88-13683,2022 KUBOTA X1120D,1691.2,4
88-13684,2022 KUBOTA X1120D,6540.9,2
88-13685,2022 KUBOTA X1120D,1965,5
88-13686,2022 KUBOTA X1120D,379.25,2
88-13952,2022 KUBOTA X11200D,670.7,3
88-14486,2022 KUBOTA X1120D,326.1,3
88-14543,2023 KUBOTA X1120D,721.4,4
88-14590,2023 KUBOTA X1120D CAB,4.0,1
88-14594,2023 KUBOTA X1120 CAB,4.7,1
88-15007,2018 BROCE RCT350,1968.0,2
88-15013,2023 KUBOTA,1271.2,1
88-15200,2024 JOHN DEERE Z994R,43.6,1
88-15201,2024 JOHN DEERE Z994R,29.9,1
88-15203,2024 JOHN DEERE Z994R,66.1,1
88-15249,JOHN DEERE Z994 R MOWER,N/A,1
88-15250,JOHN DEERE Z994 R MOWER,N/A,1
88-15251,JOHN DEERE Z994 R MOWER,N/A,1
88-15252,JOHN DEERE Z994 R MOWER,N/A,1
88-15281,2023 KUBOTA,367,1
88-15413,2024 KUBOTA X,1,1
88-15415,2023 KUBOTA X,N/A,1
88-15534,KUBOTA,2.0,1
88-15630,2025 KUBOTA X2,4.9,1
88-15632,2025 KUBOTA X2,299,1
88-15851,2023 JOHN DEERE Z994R,122.3,1
88-16111,2025 KUBOTA,N/A,1
88-161132,SUPERIOR BROOM,64.4,1
88-16131,2025/Superior Broom/DT74F,33,1
88-16358,2026 KUBOTA,2.2,1
88-16360,KUBOTA,1.5,1
88-16362,KUBOTA,0.8,1
88-16369,KUBOTA,3,1
88-3065,1993 ASHLAND 12S SCRAPER,N/A,1
88-3590,BUFFALO 55001200 ROLLERBLADE SCRAPER,N/A,6
88-3991,1998 BUFFALO 55001000 ROLLERBLADE SCRAPPER,N/A,2
88-4331,1999 PRONOVOST P-516-3S DUMP TRL,N/A,1
88-6949,2006 BOBCAT T200-72-HSB LANDPLANE,N/A,1
8844,BUCKET,N/A,1
89-12181,BUCKET,N/A,1
89655,JD 50 G,374.9,2
9-CRANE MATS(NO NUMBER),9-CRANE MATS,N/A,2
92-13184,GPS?,N/A,1
92-13395,LASER,N/A,1
92-13396,LASER,N/A,1
92-9945,GPS,N/A,1
92-9946,GPS,N/A,1
92105,JD 60 MINI,74,1
9254050,PETERBELT 348 WATER TRUCK,N/A,1
92987,JD 50 MINI,3.8,2
93-7316,2005 ALADDIN 45-630,284.7,1
94,STEEL PLATE,N/A,1
95-12252,2019 MCELROY 618 WHEELED,N/A,1
95-12785,2020 MCELROY 28 DYNAMC HP,N/A,1
95-13199,2019 EFFICIENCY PROD. HT6-1020,N/A,3
95-15373,2024 GME 4M824-1,N/A,1
95-15680,PRO-TECH 12X8,N/A,1
95-15681,EFFICIENCY 24X10,N/A,1
95-15682,EFFICIENCY 24X10,N/A,2
95-15684,EFFICIENCY 24X8,N/A,2
95-15685,EFFICIENCY 24X6,N/A,1
95-15688,RYAN INC. CENTRAL 6X6,N/A,1
98345,BUCKET,N/A,1
99-10088,RYAN 8X30X1,N/A,1
99-11410,2016 RYAN 8X30X1 STEEL PLATE,N/A,4
99-11411,STEEL PLATE 8X30X1,N/A,3
99-12016,2018 RYAN 8X30X1,N/A,5
99-12017,2018 RYAN 8X30X1,N/A,10
99-12018,2018 RYAN 8X30X1,N/A,5
99-12019,2018 RYAN 8X30X1,N/A,13
99-12020,2018 RYAN 8X30X1,N/A,3
99-12021,2018 RYAN 8X30X1,N/A,2
99-12022,8X30 STEEL PLATE,N/A,1
99-12023,2018 RYAN 8X30X1,N/A,4
99-12024,2018 RYAN 8X30X1,N/A,5
99-12025,8X30 STEEL PLATE,N/A,1
99-12026,2018 RYAN 8X30X1,N/A,7
99-12028,STEEL PLATES,N/A,4
99-12029,STREET PLATE,N/A,1
99-1203,STREET PLATE,N/A,1
99-12030,2018 RYAN 8X30X1,N/A,14
99-12031,2018 RYAN 8X30X1,N/A,5
99-12032,2018 RYAN 8X30X1,N/A,4
99-12033,2018 RYAN 8X30X1,N/A,5
99-12034,STEEL PLATES,N/A,7
99-12035,2018 RYAN 8X30X1,N/A,7
99-12036,2018 RYAN 8X30X1,N/A,1
99-12037,2018/RYAN/80X30X1,N/A,1
99-12038,RYAN 8X30X1 STEEL PLATE,N/A,5
99-12039,RYAN 8X30X1,N/A,6
99-1233,STREET PLATE,N/A,1
99-12809,CATTLE GUARD,N/A,1
99-12810,CATTLE GUARD,N/A,1
99-12811,CATTLE GUARD,N/A,1
99-12812,CATTLE GUARD,N/A,1
99-13307,RYAN 8X30X1,N/A,1
99-13778,"2022 I M STEEL, INC 8X30X1",N/A,6
99-13779,"2022 I M Steel, Inc. 8x30x1",N/A,4
99-13780,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13781,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13782,RYAN 8X30X1,N/A,3
99-13783,"2022 I M Steel, Inc. 8x30x1",N/A,3
99-13784,"2022 I M STEEL, INC 8X30X1",N/A,3
99-13785,"2022 I M STEEL, INC 8X30X1",N/A,2
99-13786,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13787,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13788,"2022 IM STEEL, INC 8X30X1",N/A,7
99-13789,"2022 IM STEEL, INC 8X30X1",N/A,5
99-13790,"2022 IM STEEL, INC 8X30X1",N/A,6
99-13791,"2022 IM STEEL, INC 8X30X1",N/A,6
99-13792,"2022 I M Steel, Inc. 8x30x1",N/A,3
99-13793,"2022 I M STEEL, INC 8X30X1",N/A,3
99-13794,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13795,"2022 I M STEEL, INC. 8X30X1",N/A,5
99-13796,"2022 I M STEEL, INC 8X30X1",N/A,3
99-13797,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13798,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13799,RYAN 8X30X1,N/A,6
99-13800,"2022 I M STEEL, INC 8X30X1",N/A,5
99-13801,"2022 I M STEEL, INC 8X30X1",N/A,4
99-13802,"2022 I M STEEL, INC 8X30X1",N/A,3
99-13803,"2022 I M STEEL, INC 8X30X1",N/A,5
99-13804,"2022 I M STEEL, INC 8X30X1",N/A,2
99-13805,"2022 I M STEEL, INC 8X30X1",N/A,8
99-13806,"2022 I M STEEL, INC 8X30X1",N/A,3
99-13807,"2022 I M Steel, Inc. 8x30x1",N/A,3
99-13928,"I M STEEL, INC 5X8X.5",N/A,1
99-13929,"I M STEEL, INC 5X8X.5",N/A,2
99-13930,2018 RYAN 8X30X1,N/A,1
99-13931,"I M STEEL, INC 8X20X1",N/A,1
99-13932,"I M STEEL, INC 8X10X1",N/A,1
99-13971,RYAN 8X10X1,N/A,1
99-145614,STEEL PLATE,N/A,1
99-15318,8X10 STEEL PLATE,N/A,2
99-15319,8X10 STEEL PLATE,N/A,2
99-15320,8X10 STEEL PLATE,N/A,1
99-15330,2024 RYAN CENTRAL STEEL PLATE,N/A,2
99-15331,2014 RYAN INC CENTRAL STEEL PLATE,N/A,1
99-15360,LEE JENSEN 4X8X1,N/A,1
99-15361,LEE JENSEN 4X8X1,N/A,1
99-15363,LEE JENSEN 4X8X1,N/A,1
99-15364,LEE JENSEN 4X8X1,N/A,1
99-15365,LEE JENSEN 4X8X1,N/A,1
99-15366,LEE JENSEN 4X8X1,N/A,1
99-15368,LEE JENSEN 8X8,N/A,1
99-15429,RYAN 8X30X1,N/A,1
99-15430,RYAN 8X30X1,N/A,1
99-15689,RYAN INC CENTRAL 4X16X1,N/A,3
99-15690,RYAN INC CENTRAL 4X16X1,N/A,2
99-15691,RYAN INC CENTRAL 8X10X1,N/A,1
99-15692,RYAN INC. CENTRAL 8X10X1,N/A,1
99-15693,RYAN INC. CENTRAL 8X10X1,N/A,1
99-15694,RYAN INC. CENTRAL 8X10X1,N/A,2
99-15695,RYAN CENTRAL 8X10X1,N/A,2
99-15696,RYAN INC CENTRAL 8X10X1,N/A,1
99-15701,RYAN INC CENTRAL 8X12X1AL 8X12X1,N/A,1
99-15702,RYAN INC CENTRAL 8X13X.75,N/A,1
99-15704,RYAN INC. CENTRAL 8X16X.75,N/A,1
99-15705,RYAN INC CENTRAL 8X16X1,N/A,1
99-15706,RYAN INC CENTRAL 8X16X1,N/A,1
99-15708,RYAN INC CENTRAL 8X20,N/A,5
99-15709,RYAN INC CENTRAL 8X20,N/A,2
99-15893,RYAN INC. CENTRAL 8X10X1,N/A,1
99-15969,"2025 I M STEEL, INC 8'X16'",N/A,2
99-15970,"2025 IM STEEL, INC 8'X16'",N/A,2
99-15971,"2025 IM STEEL, INC 8'X16'",N/A,1
99-15976,"2025 IM Steel, Inc. 4'x16",N/A,3
99-15991,STEEL PLATE,N/A,1
99-1830,STEEL PLATES,N/A,1
99-7342,STEEL PLATE,N/A,1
99-7391,30' PLATE,N/A,1
99-7784,RYAN 8X30X1,N/A,1
99-7830,RYAN 8X20X1,N/A,6
99-7831,RYAN 8X20X1,N/A,7
99-78311,RYAN 8X20X1,N/A,1
99-7833,RYAN 80X20X1,N/A,4
99-7834,RYAN 8X20X1,N/A,8
99-7835,RYAN 80X20X1,N/A,7
99-7836,RYAN 8X20X1,N/A,7
99-7837,RYAN 8X20X1,N/A,12
99-7838,RYAN 8X30X1,N/A,3
99-7839,STREET PLATE,N/A,5
99-7841,RYAN 8X30X1,N/A,4
99-7842,30' PLATE,N/A,2
99-7843,STEAL PLATE,N/A,1
99-7844,RYAN 80X30X1,N/A,3
99-7845,RYAN 8X30X1,N/A,3
99-7846,RYAN 80X30X1,N/A,2
99-7847,STREET PLATE,N/A,4
99-7848,RYAN 8X30X1,N/A,9
99-7849,STEEL PLATE,N/A,2
99-7850,RYAN 8X30X1,N/A,4
99-7851,RYAN 8X30X1,N/A,5
99-7852,2018 RYAN 8X30X1,N/A,3
99-7931,STREET PLATE,N/A,4
99-7933,2019 RYAN 80X30X1,N/A,2
99-7934,8X30 PLATE,N/A,3
99-7935,STREET PLATE,N/A,1
99-7936,2018 RYAN 8X30X1,N/A,5
99-9845,RYAN 8X30X1,N/A,1
??,SKIDSTEER,137.2,1
A0-1578,HAMM H12I ROLLER,325.0,1
A4-2796,KOM 490,569.0,1
A4218BC30044,CAT 305 MINI BUCKET,N/A,1
A4219BC20091,CATERPILLAR 299D3 XPS ATTACHMENT,N/A,1
A421BC30147,"CATERPILLAR 305 18"" BUCKET",N/A,1
A421CBC30159,"CATERPILLAR 305 12"" BUCKET",N/A,1
A423ABK31790,CATERPILLAR 265 BKT,N/A,2
A423ABK31793,ATTACHMENT,N/A,1
A423ALM20043,CATERPILLAR 908 BKT,N/A,1
A4243BC20422,BUCKET ATTACHMENT,N/A,1
A4251BC30215,CAT 305 MINI BUCKET,N/A,1
ALNC88343,CATERPILLAR D6 DOZER,1893.5,1
ALTT00975,RENTAL 963 W/ BKT,1755.4,1
AM-F801915,JOHN DEERE 245 EXCAVATOR,67.0,1
AS-20AEYW0014,20' CONTAINER,N/A,1
AS-20ZZS0090,OFFICE TRAILER,N/A,1
AT319181,BUCKET,N/A,1
ATSFX12,JOHN DEERE 850 DOZER,639.6,1
B101586081587,2018 BOMAG SINGLE DRUM ROLLER,522.2,1
B101586861006,2020 BOMAG BW213 DH-5,1020.4,1
B1R00486,CATERPILLAR 740 WATER TRK,8595.6,1
B2778,PLATE COMPACTOR,N/A,1
B29296,CATERPILLAR ATTACHEMNT,N/A,2
B3500029296,2019 CATERPILLAR 316FL BUCKET,N/A,1
B901588251352,BOMAG BW 211 D-40,1263.4,1
B98742,JOHN DEERE 250G BUCKET,N/A,1
BG700214,"CATERPILLAR BLADE GRADER 78""",N/A,2
BH00027,MT23-28XL GOOSENCK,N/A,1
BLATTNER ENERGY CONTAINER(NO#),BLATTNER ENERGY 20' CONTAINER,N/A,1
BOMAG101586082269,BOMAG BW211D-5 SINGLE DRUM ROLLER,17.4,1
BUCKET 0410029,RENTAL 963 BUCKET,N/A,1
C-90,BUCKET,N/A,1
C0-0343,CAT D6 DOZER,717.0,1
C61393,??,N/A,1
C84-1214027,BUCKET,N/A,1
C9409053,CATERPILLAR 317,1339.5,1
CANCELED,VOLVO A45,N/A,1
CANE MATES(NO#),3-CRANE MATS,N/A,2
CAT000D2AXKRO04351,CATERPILLAR D2,6.2,1
CAT000D3JXKY05193,CATERPILLAR D3,755.7,1
CAT000D6AHMH00502,CATERPILLAR D6XE LGP,1205.7,1
CAT000D6ALNC00343,CATERPILLAR D6 DOZER,1892.7,1
CAT000D6CLNC00316,CATERPILLAR D6,4327.0,1
CAT0012MLR9P00171,CATERPILLAR 120M2 AWD MOTOR GRADER,8539.0,1
CAT00265CKR402262,CATERPILLAR 265,1.7,2
CAT00304HAN403476,CATERPILLAR 304-07A,10.8,2
CAT00308JGG801733,CATERPILLAR 308,1014.8,1
CAT00310CGWT01130,CATERPILLAR 310 MINI EXCAVATOR,874.6,1
CAT00317TTZE100312,CATERPILLAR 317-07B,1365.1,1
CAT00320EMYK10081,CATERPILLAR 320 (TOWNSEND),988.0,1
CAT00325KTEL30688,CATERPILLAR 325,423.9,1
CAT0032EMYK10081,CATERPILLAR 320D (TOWNSEND),984.0,1
CAT00335PXBE30362 (rental),"CAT 335 W/48"" BKT",1177,1
CAT00336ADKS10115,CATERPILLAR 336 EX,2109.9,1
CAT00336HRDL20726,CATERPILLAR 336,664.4,1
CAT00336PRDL10106,CATERPILLAR 336,913.9,1
CAT00340KEFH10311,CATERPILLAR 340-08B,413.4,1
CAT00420CH9X00924,CATERPILLAR 420XE,89.0,1
CAT00725CB1L01068,CATERPILLAR 725 CHASSIS,7371.2,1
CAT00740AB1P00669,CATERPILLAR 740 WATER TRUCK,N/A,1
CAT00745C3T603664,CATERPILLAR 745,2783.0,1
CAT00745J3T605817,CATERPILLAR 745,2631.4,1
CAT00908JMZ800780,CATERPILLAR 908 LOADER,8.4,1
CAT00963ALTT00975,CATERPIILAR 963,529.9,1
CAT00980VX3600602,CATERPILLAR 980,17.7,1
CAT00CP7E68300128,CATERPILLAR CP7 ROLLER,71,1
CAT00CP7L68300108,CATERPILLAR CP7 ROLLER,N/A,1
CAT00D5KTKY207295,CATERPILLAR D5K,2302.6,3
CAT00D6TERAD00702,CATERPILLAR D6T,3521.8,1
CAT00D6TLMH700835,CATERPILLAR D6T,3749.2,1
CAT00D6TPMH700616,CATERPILLAR D6T LGP,3013.1,1
CAT00D6TPMH700633,CATERPILLAR D6T,3605.9,1
CAT00D6TVJML00631,CATERPILLAR D6T LGP(RENTAL),2687.0,1
CAT00D8TPFMC01485,CATERPILLAR D8T,5031.1,1
CAT0259DTCW916205,CATERPILLAR 259D,120.1,1
CAT0279DCGTL06015,CATERPILLAR 279D,1281.3,1
CAT0279DJGTL06893,CATERPILLAR 279D,1265.4,1
CAT0299DLDY908189,CATERPILLER 299D3,3.2,1
CAT0305EAH5M14797,CATERPILLAR 305,366.3,1
CAT0315FPTDY12534,CATERPILLAR 315,2085.6,2
CAT0316FTYDL20848,CATERPILLAR 316FL,1661.3,2
CAT0336FARKB01831,CATERPILLAR 336F,2964.5,1
CAT0336FARKB20296,CATERPILLAR 336FL,2986.7,2
CAT0349FHBZ220915,CATERPILLAR 349F,24.3,1
CAT0374DHPAP00353,CATERPILLAR 374D,5146.8,1
CAT0420FAHWD04094,CATERPILLAR 420,1506.3,2
CAT0420PH9X00210,CATERPILLAR 416 COMBO,1019.9,1
CAT0627HEDW00169,CATERPILLAR 627H,4504.0,1
CAT0627HVDBW00232,CATERPILLER 627H,5446.7,1
CAT0627KAWT4F09813,CATERPILLAR 627K,4077.9,1
CAT0627KKWTC00503,CATERPILLAR 627 SCRAPER,600.0,1
CAT0627KVWTC00277,CATERPILLAR 627K,3849.9,1
CAT0745CETFK01642,CATERPILLAR 745 C,4674.1,1
CAT0938MKJ3R06051,CATERPILLAR 938 W BKT,3424.3,1
CAT0938MTJ3R03924,CATERPILLAR 938 LOADER,4792.2,1
CAT0938MTJ3R83924,CATERPILLAR 938M,4806.8,1
CAT0950MVEMB03559,CATERPILLAR 950M,1587.0,1
CATCP56BAP5600745,CATERPILLAR CP56,1044.7,1
CATCP56BEP5600345,CATERPILAR CP56B,11143.9,2
CATCP56BHP5600683,CATERPILLAR CP56 ROLLER,1279.0,1
CATCP56BJLHC00157,CATERPILLAR CP56B,1838.4,2
CATCP56BJP5600661,CATERPILLAR CP56B,333.1,1
CATCS56BCS5601365,CATERPILLAR CS56B,1657.0,1
CATCS56BCS5601374,CATERPILLAR SMOOTH DRUM,1735.8,1
CATRM300KBWR00278,CATERPILLAR RM300 RECLAIMER,3551.5,1
CATRM500TEK0017,CATRM500TEK0017,135.0,1
CATTLE GUARDS,CATTLE GUARDS,N/A,1
CICU1696733,20' CONTAINER(OFFICE),N/A,1
CLAYCO UNIT,40' CONTAINER,N/A,1
CLAYCO UNITS,ON SITE MOVES,N/A,1
CLJ021833,JOHN DEERE MINI BH,198.9,2
CONCRETE BLOCKS,CONCRETE BLOCKS,N/A,2
CONCRETE BLOCKS NO # (10 BLOCKS),CONCRETE BLOCKS (10),N/A,1
CP5400389,RENTAL CAT CP54 ROLLER,566.5,1
CRANE MATS,CRANE MATS,N/A,10
CRANE MATS & CORRUGATED PIPE(NO NUMBER),CRANE MATS & CORRUGATED PIPE(NO NUMBER),N/A,1
CRANE MATS (NO#),CRANE MATS,N/A,1
CRF000764,JOHN DEERE 470,285.6,1
D12M4Y21P65,CATERPILLAR BUCKET GP-HOE,N/A,1
D6 TRACKS,D6 TRACKS,N/A,1
D6 dozer. 16-14945,CAT D6,2442,1
D8 BLADE NO #,D8 BLADE,N/A,1
D8 TRACKS,D8 TRACKS,N/A,1
DAMAGED UNIT COULD NOT READ NUMBER,SCRAPER PAN,N/A,1
DAMGED COULD NOT READ NUMBER,CATERPILLAR D8P,N/A,1
DAMGED UNIT COULD NOT READ NUMBERS,CATERPILLAR D8 DOZER,N/A,1
DEMO,KOMATSO PC490 BH,N/A,1
DID NOT GET,ROME 89 SCRAPER PAN,DID NOT GET,4
DISC GANG(NO#),DISC GANG,N/A,1
DKS01042,CATERPILLAR 336 EX,3782.1,1
DN3422,KOMATSU D71-24,474.6,1
DOZER BLADE,DOZER BLADE,N/A,1
DOZER PARTS,DOZER PARTS,N/A,1
DOZER TRACK NO #,SET OF DOZER TRACKS,N/A,1
EB-F152,CAT 374 PARTS,N/A,1
EG502703,CAT D6 BLADE,N/A,1
EQ-0146743,KOBOTA SKID,581.0,1
EQ-341,QE 341 SANDVICK CRUSHER,4601.0,1
EQ0129535,BUCKET,N/A,1
EQ0146743,KOBOTA SKID,646.3,1
EQ0265093,INDECO HP 3000 (HAMMER),N/A,1
EQ146636,HYUNDAI 145 EXCAVATOR,1145.8,1
EQO264450,VOLVO ECR145EL,1398.3,1
F101586081587,2018 SINGLE DRUM ROLLER,522.8,1
F101586081726,2019 BOMAG DINGLE DRUM ROLLER,563.2,1
F2-0152,CAT 374 BH,1998.0,1
F393220,JOHN DEERE 333 RENTAL,18.9,1
FC-T01090,CAT D8 DOZER,7204.3,1
FG202195,CATERPILLAR 953 FORKS,N/A,1
FJX121195,CAT 308 MINI BH,1514,1
FM1485,D8 BLADE & ARM,N/A,1
FSC-W80-2020,STACKER,N/A,1
FX127220,JOHN DEERE 850 DOZER,641,1
GTL06015,CATERPILLAR 279,1281.3,1
GTL06893,CATERPILLAR 279,1265.4,1
GW703456,CATERPILLAR 307 MINI,1389.2,2
H21006090,2015 HAMM H11IX (COMPACTOR),1859.9,1
H292987,JD MINI BH,206,1
HCMDEF60T00017461,HITACHI ZX85USB-5N,3658.3,2
HCMJAG60000061320,HITACHI 470,4444.2,1
HCMJAG60H00061573,JOHN DEERE 470 EXCAVATOR,1693.3,2
HH5KS,CATERPILLAR 725 WATER TRK(RENTAL),6255.6,1
HHF10025,CATERPILLAR HAMMER,N/A,1
HHKHK404AH0000486,HYUNDAI 135 EX,1154.4,1
HOMJAG60600061320,HITACHI 470 (TOWNSEND),N/A,2
HS20AHZS2028,20' CONTAINERS,N/A,1
J000137848,"JOHN DEERE 416 96"" WIDE FORKS",N/A,2
J1-84796,BUCKET,N/A,1
J1-92169,BUCKET,N/A,1
J194810,BUCKET,N/A,1
J2-92707,HITACHI 50 MINI,54.4,2
J292105,JOHN DEERE 60 MINI RENTAL,3.3,2
JAFTV450JPM433304,CASE TV450B LOADER,182.7,1
JGP00121,CATERPILLAR 374 COUNTER WEIGHT,N/A,1
JH-PD00358,CAT 349 BH,1968.1,1
JMF708685,JD 624 RENTAL,127.1,2
JML88631,CATERPILLAR D6 ANGLE,2620.9,1
JYDL20319,CAT 316 EX,41.3,1
K1060181,2023 KLEEMAN 953 SCREEN,108,1
KH00002,MOBILE TRACK SOLUTIONS 28-33,N/A,2
KMTHBOO5VRC005416,KOMATSU HB365LC-3,59.1,1
KMTPC251CPWA43616,KOMATSU PC490LC-11,177.0,1
KMTPC256CPWA39724,KOMATSU 360,362.8,1
KN117003,KLEEMAN MC100 EV02 CRUSHER,N/A,1
KO-1650,CAT 745 DUMP TRUCK,3967.0,1
KPWTC00502,CATERPILLAR 627 SCRAPER,340.0,1
KPZ00614,CATERPILLAR D8T DOZER,11484.0,1
KS03588,2022 K-TEC 1228 SCRAPER PAN,N/A,1
KS2701,2016 K TECH 1237 SCRAPER,N/A,1
KS2825,K TECH 1237 SCRAPER,N/A,1
L0000187,SWEEPER,N/A,1
L4174,ARCTIC PLOW SNOW PUSHER,N/A,1
L4175,ARCTIC PLOW SNOW PUSHER,N/A,1
L4232,ARCTIC PLOW SNOW PUSHER,N/A,1
L6716,ARCTIC PLOW SNOW PUSHER,N/A,1
LA21218,JOHN DEERE 624,10.25,1
LD-KH4898,FORD WATER TRUCK,1863.0,1
LD-LH4898,WATER TRUCK,1838.0,1
LH-C00209,CP56 ROLLER,N/A,1
LISTED ON INVOICE,BALE HOOKS AND APRONG,N/A,1
M0748,CAT 316 BH,436,1
M8200539,CAT SIDE BY SIDE,882.0,1
MATS,MATS,N/A,1
MATS (NO #),12 MATS,N/A,1
MATS(15),MATS,N/A,1
MCMDEF60T00017461,HITACHI ZX85USB-5N,3665.6,1
MCW-733,ROME DISK,N/A,1
MCW01-645,ROME DISK,N/A,1
MCW99-563,ROME DISK,N/A,1
MH70382,CATERPILLER D6 LGP VPAT,4117.0,1
MHC CONTAINER NO SERIAL #,40' CONEX BOX,N/A,1
MI HOME UNIT NO #,20' CONTAINER,N/A,2
MI-501577,TELEHANDLER,1215.3,1
MISC,MISC STUFF,N/A,1
MISC FLAT/STEP,MISC FLAT/STEP,N/A,1
MISC ITEMS NO #,MISC FLAT,N/A,1
MISC NO #,MISC PARTS,N/A,1
MISC PARTS,MISC PARTS,N/A,2
MTS-28-00768,MOBILE TRACK SOLUTION MT-28,N/A,1
MTS-T-01008,MT 3630 QUADTRACK,4413.0,1
MTS-T-01066,MOBILE TRACK SOLUTION 3630,2252.0,1
MTS-T-01152,MOBILE TRACK SOLUTIONS 3630,1072.0,1
MTS-T-01156,MOBILE TRACK SOLUTION 3630T,1816.75,1
MTS-T01215,MTS 3630 TRACTOR,540.0,1
MY-C00778,BUCKET,N/A,1
N/A (NO GO),SKID STEER BKT & FRK,N/A,1
N/A (PIPE),48' PIPE,N/A,3
N/A RENTAL NOT READY,CATERPILLAR CP56 ROLLER,N/A,1
N/A(NO PICK UP),STONE MIZER,N/A,1
N/A-D8 PADS,CATERPILLAR D8 PARTS,N/A,1
N/A-D8 TRACKS,CATERPILLAR D8 PARTS,N/A,1
N7155,KOBELCO 55 SRX BUCKET,N/A,7
NA -NEW,PLATE 8X15,N/A,1
NA-NEW,PLATE 8X15,N/A,1
NA-ROLLER PARTS,ROLLER PARTS,N/A,1
NA00891,BRKR,N/A,1
NA01203,CATERPILLAR 336 LINKAGE BUCKET,N/A,1
NEW,VOLVO A45J,N/A,2
NEW PURCHASE,FORKLIFT,N/A,1
NO #,CONCRETE BLOCKS,N/A,20
NO # ( RUMBLE STRIP),8X20' RUMBLE STRIP,N/A,1
NO # (2-STONE MIZER BOXS),2-STONE MIZER BOXES,N/A,1
NO # (25' CONTAINER),25' CONTAINER,N/A,1
NO # (6 WOOD MATS),6-WOOD MATS,N/A,1
NO # (CONCRETE BLOCKS),CONCRETE BLOCKS,N/A,3
NO # (CONCRETE STRUCTURES),CONCRETE STRUCTURES,N/A,3
NO # (CRANE MATS),CRANE MATS,N/A,1
NO # (DOZER TRACK 3-SETS),3 SETS TRACKS,N/A,1
NO # (DUMP BOX),DUMP BOX,N/A,1
NO # (MATS),CRANE MATS,N/A,16
NO # (MISC CLAYCO TOOLING),MISC CLAYCO TOOLING,N/A,1
NO # (MISC ITEMS),MISC ITEMS,N/A,2
NO # (MISC TOOLING W/OUT #'S),MISC TOOLING,N/A,1
NO # (MISC),MISC STEP,N/A,2
NO # (MOVE CANCELLED),CATERPILLAR D6 (SB),N/A,1
NO # (MOVED CANCELED),CATERPILLAR 815,N/A,1
NO # (NEW PLATES),STEEL PLATES,N/A,1
